latitude,longitude,event_date,soil_moisture,tilt_x,vibration_count,rainfall_24h,rainfall_72h,slope_angle,ndvi,landslide_occurred
51.2995,-117.5212,2018-08-05,50.68,0.0,0.0,0.1,2.4,23.69,0.5,0
45.54554329,-122.7867427,2018-07-01,33.92,2.96,6.0,0.0,0.0,7.12,0.5,0
5.586158712,101.4730959,2021-10-23,32.5,3.59,0.0,1.6,11.1,1.53,0.35,0
35.1807,76.0557,2021-04-18,56.35,4.07,1.0,6.4,10.4,18.28,0.38,0
38.5313,-118.4526,2014-08-07 00:00:00,51.64,5.87,9.0,0.0,2.2,26.74,0.69,1
40.4252,-79.8071,2013-07-23 00:00:00,68.27,0.0,2.0,3.5,18.0,23.91,0.18,1
37.12103728,-113.5490905,2017-01-22 19:05:00,65.03,0.18,15.0,6.1,25.8,26.81,0.41,1
10.6468,122.2416,2011-08-27 00:00:00,64.14,8.72,18.0,31.7,76.9,41.92,0.41,1
20.6479,-156.0898,2017-08-12,25.28,0.62,8.0,8.5,24.700000000000003,16.02,0.46,0
40.4747,-79.9908,2015-09-09 00:00:00,99.84,2.48,3.0,0.8,0.8,16.94,0.38,1
40.6235,-111.7443,2017-02-21,38.12,1.56,0.0,13.0,17.3,15.06,0.57,0
28.089,84.4125,2008-08-30 00:00:00,56.25,7.95,17.0,2.3,72.9,25.15,0.22,1
38.163,-82.5052,2014-04-12 12:00:00,61.48,3.01,13.0,0.1,3.7,29.55,0.37,1
27.2667,85.9667,2017-04-18,33.74,0.05,0.0,0.1,0.2,1.31,0.59,0
38.6009,-77.2682,2007-03-02 23:00:00,67.18,6.58,25.0,17.7,20.8,21.83,0.12,1
15.234,108.4852,2007-11-05 00:00:00,71.23,9.87,11.0,14.4,251.1,21.07,0.5,1
9.9574,-84.0879,2015-10-29 00:00:00,74.45,6.99,27.0,1.1,31.0,36.03,0.46,1
4.2333,100.6333,2015-10-17,51.23,1.28,7.0,6.9,10.4,31.1,0.62,0
27.79532591,84.43283218,2016-01-21,11.17,1.35,6.0,0.9,6.699999999999999,0.19,0.54,0
5.0569,-75.5271,2017-08-11,47.98,0.91,6.0,25.6,62.1,9.51,0.83,0
48.75324647,-118.1354978,2017-04-14 13:34:00,48.24,1.7,22.0,3.6,28.0,23.65,0.56,1
40.0074,117.1703,2018-03-27,29.26,2.12,4.0,0.0,0.0,9.69,0.54,0
49.5622,-123.2317,2008-07-30 00:00:00,58.95,5.4,6.0,4.3,25.0,35.99,0.29,1
24.1293,92.6921,2021-05-22,44.62,2.41,4.0,3.6,6.8,0.0,0.54,0
49.3418,-123.0023,2014-12-07 09:00:00,67.86,6.11,12.0,0.6,35.0,21.91,0.32,1
58.2977,-134.4003,2009-11-14 00:00:00,37.24,0.0,36.0,47.4,94.5,13.81,0.49,1
6.0327,80.2174,2019-04-23,44.06,0.42,4.0,2.9,21.8,10.71,0.61,0
9.7789,-84.125,2007-10-09 00:00:00,63.62,6.74,13.0,127.9,258.8,35.68,0.38,1
10.50547001,105.3439054,2017-04-22 18:27:00,78.84,5.44,15.0,5.0,5.8,30.62,0.12,1
26.6582,107.9327,2013-02-18 11:00:00,65.36,3.33,22.0,8.2,12.6,28.54,0.1,1
33.908,73.9339,2020-12-15,34.69,0.0,8.0,1.0,2.4,16.44,0.67,0
44.7,18.31,2023-12-04,37.07,4.54,6.0,0.0,5.4,12.32,0.64,0
46.12337387,-115.597912,2017-03-18 20:58:00,44.46,6.38,16.0,28.5,44.3,24.85,0.12,1
27.4211,85.0249,2007-08-19 00:00:00,77.42,10.9,22.0,13.1,136.0,32.23,0.27,1
16.8333,121.1167,2007-09-29 00:00:00,45.5,3.65,21.0,28.9,31.0,21.82,0.33,1
10.0374,125.2172,2008-01-03 00:00:00,76.33,5.14,14.0,11.4,25.6,21.76,0.41,1
11.2965,-60.6312,2007-11-17 00:00:00,37.91,3.87,19.0,28.5,56.1,32.67,0.27,1
45.6047,-123.4845,2011-01-15 00:00:00,50.95,5.85,23.0,27.5,57.2,21.87,0.36,1
37.61662149,-122.4852077,2017-01-09 19:12:00,66.34,4.32,23.0,8.2,68.5,33.52,0.39,1
57.2276,-2.2608,2015-01-17,9.06,0.0,4.0,0.0,5.9,29.0,0.47,0
-21.306243,165.453367,2019-10-28,51.12,3.26,0.0,0.5,0.7,3.64,0.66,0
36.2204,-81.4311,2018-09-17,45.23,2.96,7.0,22.9,142.4,10.12,0.65,0
0.744821843,120.5927163,2017-06-13 13:27:00,65.23,6.0,11.0,4.4,14.5,10.24,0.48,1
24.7543,93.5039,2010-06-07 00:00:00,74.86,0.0,8.0,10.2,21.7,23.44,0.54,1
37.18069623,-122.2144316,2017-01-04 14:48:00,73.34,4.71,11.0,40.0,75.1,28.97,0.15,1
27.3414,86.7506,2013-09-12 23:00:00,80.02,2.23,7.0,5.8,36.4,31.68,0.21,1
37.8024,-81.9312,2023-11-06,36.49,0.95,6.0,0.0,0.0,20.54,0.63,0
3.0039,101.5769,2019-06-20,29.59,0.32,2.0,4.2,9.1,14.39,0.56,0
16.6319,120.8333,2015-02-06,31.01,3.05,6.0,8.7,15.2,16.52,0.25,0
34.2219,-118.2286,2017-09-17,27.31,3.65,7.0,0.5,0.5,31.52,0.32,0
48.62466012,-118.0724637,2022-11-22,34.07,0.67,2.0,7.1,7.1,15.14,0.6,0
38.5035,43.3948,2017-01-10,33.23,2.4,5.0,1.3,1.3,8.26,0.43,0
35.7885,-92.9331,2021-09-13,52.87,0.0,6.0,1.1,1.1,21.35,0.65,0
37.890359,-121.871398,2018-11-15,38.69,1.71,2.0,0.0,0.0,28.12,0.42,0
33.3,-116.9135,2008-11-26 00:00:00,64.14,7.85,26.0,34.1,35.7,15.41,0.35,1
26.1044,91.7082,2019-02-04,46.1,0.69,1.0,0.0,0.0,4.78,0.35,0
48.26414063,-121.8777699,2017-04-07 13:34:00,70.6,9.21,22.0,23.0,50.3,25.23,0.42,1
27.4489,104.8748,2017-03-15,32.18,1.78,12.0,1.2,3.0,11.11,0.57,0
49.9537,-123.3589,2014-06-29 05:00:00,58.88,4.76,13.0,5.9,34.1,33.86,0.27,1
6.817009,11.240935,2016-11-07 15:00:00,29.28,1.91,10.0,0.0,0.0,33.83,0.51,1
53.0586,-3.0939,2017-09-19,27.36,2.52,9.0,0.7,5.2,16.63,0.56,0
24.5784,91.7227,2020-01-16,28.15,1.46,14.0,0.0,0.0,16.99,0.76,0
-9.2965,-77.6613,2008-04-11 00:00:00,52.27,4.99,14.0,8.7,26.6,17.48,0.29,1
34.896813,-118.921159,2018-03-04,35.74,0.24,0.0,0.0,22.0,15.36,0.61,0
37.7663,-80.4306,2017-12-11,50.36,1.36,6.0,0.0,2.8,21.72,0.5,0
41.8907,44.7519,2010-04-25 00:00:00,68.52,6.83,14.0,2.8,47.6,22.92,0.37,1
13.7484,-84.778,2015-07-23 00:00:00,69.05,6.67,10.0,15.3,23.9,31.69,0.3,1
-35.047,173.7463,2023-06-07,56.81,0.64,6.0,0.2,7.2,21.09,0.45,0
35.55938329,-118.5872534,2020-04-19,47.18,0.33,2.0,0.0,7.0,12.44,0.45,0
22.2106,-159.4773,2016-08-06 09:00:00,19.88,8.41,18.0,1.4,4.2,15.71,0.44,1
43.7638,-91.9607,2016-03-13,40.09,0.0,3.0,5.8,5.8,18.9,0.28,0
40.7118,-111.798,2009-04-15 09:00:00,39.73,5.74,4.0,11.8,20.9,36.35,0.2,1
17.3895,78.499,2007-08-13 00:00:00,77.47,7.32,11.0,0.0,10.2,20.18,0.29,1
22.3704,103.2816,2015-01-10,24.77,0.0,4.0,18.5,53.6,21.93,0.74,0
32.5625,107.45,2018-07-14,23.17,1.47,4.0,8.5,22.0,16.9,0.56,0
44.1547,-93.9816,2014-06-18 00:00:00,71.75,3.5,14.0,17.2,53.8,14.04,0.3,1
40.6850016,-122.042456,2017-01-10 20:35:00,89.38,3.98,22.0,37.2,193.0,30.66,0.48,1
50.36554226,-121.2386985,2021-06-07,46.28,2.74,1.0,0.5,7.5,20.59,0.66,0
47.9536,-122.2842,2016-08-27,27.37,3.31,1.0,0.0,0.0,13.44,0.71,0
17.7055,-91.7416,2015-10-21 00:00:00,47.43,0.3,9.0,30.6,83.7,20.15,0.39,1
3.4856,-76.6104,2018-01-11,34.99,0.71,2.0,3.3,49.8,26.39,0.6,0
45.6993,-121.895,2007-02-15 00:00:00,63.67,4.89,6.0,46.9,63.5,33.22,0.21,1
41.75,45.7167,2020-12-24,48.04,0.0,4.0,0.5,4.9,15.31,0.56,0
27.703,85.3183,2011-07-21 00:00:00,81.85,5.68,0.0,10.4,76.5,8.69,0.56,1
39.7245,-91.3681,2016-01-02,28.12,1.53,12.0,0.0,0.0,23.54,0.51,0
49.6302922,-117.5373036,2017-05-09 13:28:00,52.89,6.79,15.0,0.0,0.6000000000000001,20.3,0.35,1
33.9334,105.2333,2007-05-25 00:00:00,54.07,3.37,11.0,0.2,18.3,23.66,0.26,1
39.0447,-84.5289,2016-03-27,26.32,1.66,5.0,9.4,9.4,18.7,0.69,0
38.376,-120.5597,2016-03-06 00:00:00,52.87,7.37,14.0,44.9,120.3,24.73,0.17,1
49.14619326,-116.7619053,2017-03-17 14:24:00,67.63,9.27,12.0,4.6,18.4,26.95,0.08,1
40.8478,-73.6527,2014-05-01 02:15:00,62.83,9.71,15.0,11.1,47.9,34.04,0.55,1
3.215342,113.42223,2016-04-26,15.92,2.27,0.0,11.0,21.3,0.0,0.52,0
40.4613,-106.8295,2007-09-06 00:00:00,51.09,0.0,24.0,12.9,18.6,13.82,0.38,1
-44.3025,169.1339,2020-01-21,39.01,0.75,0.0,0.0,0.0,28.25,0.63,0
25.132228,93.04681,2015-11-24,35.53,0.0,3.0,0.0,0.0,10.91,0.55,0
-0.8021,100.6444,2021-07-14,43.86,2.12,2.0,0.0,15.5,30.88,0.79,0
16.8256,121.1444,2011-07-27 18:00:00,50.37,2.16,15.0,73.2,81.2,35.55,0.5,1
33.33875958,75.1921061,2021-02-25,31.02,2.44,1.0,1.0,1.3,15.66,0.76,0
-41.32446098,174.7660073,2021-05-22,68.72,0.0,3.0,0.0,0.1,22.32,0.47,0
9.3147,-79.7975,2021-05-07,46.45,1.75,1.0,22.3,56.1,12.01,0.3,0
25.6269,94.1139,2013-07-15 00:00:00,30.61,7.0,21.0,12.0,37.0,16.21,0.41,1
48.130894,-116.479598,2021-07-17,62.91,0.41,4.0,0.0,0.0,28.94,0.37,0
-8.279864546,115.0920102,2023-04-21,74.25,2.05,6.0,5.1,9.3,27.3,0.81,0
40.3875,-79.7569,2007-12-16 00:00:00,62.3,6.6,9.0,12.6,16.6,29.56,0.37,1
27.737,84.6073,2014-08-14 00:00:00,70.0,0.58,23.0,202.3,362.0,31.88,0.54,1
5.0569,-75.5271,2011-03-28 00:00:00,78.98,5.48,19.0,44.6,169.1,24.68,0.51,1
35.5898,-83.373,2020-09-08,33.41,1.44,0.0,0.0,0.0,16.22,0.32,0
12.8836,120.9877,2017-03-10,59.97,0.17,0.0,0.0,0.0,18.78,0.39,0
-41.3233,174.7681,2020-01-15,22.38,0.0,5.0,0.0,6.8,19.43,0.67,0
10.4741,-73.8715,2021-06-16,64.65,2.85,3.0,0.8,6.5,6.12,0.29,0
23.4535,120.4256,2007-06-24 00:00:00,59.22,4.3,22.0,6.2,27.6,24.0,0.35,1
50.73336291,-1.646321046,2017-05-10 13:28:00,40.46,7.72,10.0,0.0,0.0,22.35,0.35,1
-37.63770028,176.0447055,2015-02-10,31.89,0.55,3.0,0.0,0.6,15.61,0.67,0
6.0366,7.0888,2012-06-15 00:00:00,60.35,6.29,9.0,4.4,20.6,28.64,0.51,1
40.635137,-122.7339156,2017-01-22 20:21:00,60.81,6.77,23.0,38.5,98.4,44.4,0.41,1
34.162,-118.05,2018-03-22,30.04,0.0,0.0,37.4,39.3,25.95,0.4,0
14.6893,-88.8098,2021-05-27,19.45,0.48,4.0,3.2,14.2,7.74,0.74,0
26.92110789,103.2768718,2018-03-04,38.22,2.69,8.0,0.0,0.0,10.73,0.7,0
37.01337021,-121.6503544,2017-01-09 15:19:00,50.76,1.91,23.0,15.8,75.3,27.55,0.31,1
-1.1161,35.8736,2015-05-05,26.88,2.15,3.0,0.8,0.8,10.99,0.66,0
10.33602912,123.8359355,2016-07-05,39.48,0.8,10.0,8.5,25.200000000000003,11.39,0.47,0
34.6998,-82.8804,2022-09-13,20.15,0.0,6.0,0.0,2.1,12.69,0.71,0
14.6167,-90.6097,2015-09-27 00:00:00,95.43,5.01,14.0,13.9,44.4,21.13,0.13,1
44.871,-122.6445,2018-10-26,27.75,1.27,1.0,26.2,28.6,18.39,0.45,0
34.09901731,-116.9345475,2016-08-02,20.39,1.15,3.0,0.0,0.0,16.97,0.7,0
37.8595,-122.5012,2022-10-03,69.38,1.84,0.0,0.0,0.0,15.33,0.67,0
40.5330488,-80.20389276,2023-02-27,53.35,2.16,0.0,15.1,15.1,7.41,0.55,0
14.4758,-90.5312,2023-07-09,28.87,2.94,10.0,10.3,31.3,16.85,0.51,0
33.023,-117.105,2018-11-18,54.06,0.0,1.0,0.0,0.0,12.8,0.6,0
0.4406,35.7774,2017-12-10,18.47,1.92,6.0,0.0,0.3,15.23,0.33,0
-40.9324,145.6201,2016-07-15 00:00:00,63.16,3.13,2.0,0.0,4.2,25.19,0.63,1
17.91,-92.8956,2017-02-10,36.37,0.0,4.0,0.1,0.1,8.37,0.59,0
42.899,-124.0854,2012-12-02 00:00:00,36.47,8.11,14.0,29.4,88.7,32.31,0.31,1
9.9402,-84.0771,2015-09-25 00:00:00,68.54,0.0,6.0,21.3,79.3,11.67,0.49,1
26.8712,88.3052,2010-07-04 00:00:00,36.3,4.56,15.0,9.6,100.1,27.02,0.35,1
47.9196,-122.315,2022-08-02,23.45,3.01,0.0,0.0,0.9,20.91,0.47,0
39.66993303,71.99993036,2017-01-04 19:12:00,46.3,4.76,9.0,4.8,14.7,29.53,0.36,1
8.907,-82.1867,2018-03-09,5.0,0.0,8.0,7.7,19.0,19.96,0.51,0
31.10312666,77.20355516,2017-09-02 15:08:00,74.68,7.63,13.0,9.6,42.3,32.12,0.31,1
33.798,74.2562,2018-04-18,38.12,1.45,0.0,5.2,29.3,12.96,0.62,0
36.8242,-119.7847,2015-04-27,26.9,2.12,4.0,0.0,10.7,18.3,0.57,0
18.5369,-96.8229,2016-06-02,22.56,2.43,8.0,0.1,3.1,14.58,0.46,0
37.4947,70.4417,2008-04-25 00:00:00,44.12,8.12,26.0,1.3,10.4,23.44,0.28,1
35.42801327,-120.7765753,2017-01-06 18:08:00,53.13,6.69,13.0,0.5,51.2,31.75,0.38,1
40.4905,-111.7377,2019-11-23,14.82,0.0,0.0,0.0,4.3,8.23,0.27,0
37.14797807,-122.0876958,2021-07-25,22.56,0.0,5.0,0.0,0.0,15.69,0.6,0
33.8763,-117.6602,2022-01-20,48.36,0.92,3.0,0.0,1.0,9.4,0.33,0
51.3681,-0.4367,2007-07-05 00:00:00,57.14,4.47,23.0,4.2,14.6,26.52,0.35,1
3.185,101.7673,2008-04-23 07:30:00,45.46,4.33,15.0,9.5,39.1,47.52,0.56,1
35.7279,-106.715,2008-08-04 00:00:00,88.27,5.22,6.0,0.2,2.3000000000000003,15.36,0.45,1
39.99062776,-120.9446006,2015-07-13,36.12,2.38,8.0,0.0,0.6,15.1,0.59,0
-9.938,33.4318,2023-09-24,46.01,2.03,6.0,0.0,0.0,15.7,0.66,0
7.2558,80.3019,2010-04-29 00:00:00,68.82,3.89,35.0,6.0,17.1,26.39,0.43,1
46.9959,-123.8975,2017-05-25,53.77,2.41,3.0,0.0,0.8,6.39,0.7,0
51.67903013,-2.023652165,2023-03-21,56.06,0.0,2.0,2.5,6.4,13.99,0.36,0
37.785693,-82.801658,2022-10-06,57.5,1.39,0.0,0.0,0.0,28.69,0.52,0
28.0583,82.402,2013-07-14 00:00:00,74.96,4.54,20.0,11.4,20.3,34.17,0.4,1
26.1868,91.6739,2015-09-01 00:00:00,80.49,0.18,7.0,35.3,132.0,33.91,0.21,1
33.33875958,75.1921061,2011-02-13 00:00:00,66.83,3.91,18.0,42.4,50.3,37.35,0.42,1
30.3351,78.5113,2018-08-10,38.87,3.8,6.0,7.8,14.2,0.98,0.43,0
42.0291,43.5285,2023-05-07,43.79,0.0,0.0,0.0,0.0,29.89,0.71,0
4.8525,100.7943,2007-08-25 00:00:00,49.5,11.98,2.0,6.7,16.1,30.86,0.46,1
33.01346369,74.93530189,2017-06-30 13:20:00,84.52,4.02,15.0,118.9,160.20000000000002,22.16,0.52,1
47.267,-122.2625,2020-12-07,53.43,1.86,8.0,0.0,1.4,16.56,0.59,0
-7.711258905,110.0557389,2020-09-07,28.53,0.13,0.0,4.4,5.0,8.67,0.38,0
28.278,84.35,2020-06-07,39.84,0.85,7.0,5.6,58.3,9.13,0.7,0
36.21630141,73.29837013,2020-07-27,44.61,4.15,7.0,0.4,2.7,0.0,0.65,0
22.3496,91.8138,2016-03-15,41.49,1.24,3.0,0.0,0.0,12.26,0.72,0
-13.4862,-71.7832,2016-03-01,34.4,3.61,0.0,3.4,21.0,16.25,0.75,0
39.838,-80.6061,2015-03-05 23:00:00,35.39,1.44,35.0,14.4,61.0,43.51,0.42,1
47.67463292,-117.226052,2017-06-01 13:34:00,52.45,8.73,21.0,0.5,3.2,28.91,0.63,1
30.4091,79.0579,2015-01-27,50.23,0.86,9.0,3.4,6.5,6.01,0.52,0
30.2828,78.3041,2011-08-10 00:00:00,60.55,11.15,15.0,34.2,60.400000000000006,24.6,0.29,1
10.3114,123.9013,2008-06-06 00:00:00,87.92,3.25,16.0,1.9,19.9,30.52,0.36,1
14.3898,-87.7654,2010-10-03 13:00:00,69.8,4.13,14.0,0.5,4.7,20.93,0.3,1
38.8758,-121.1358,2015-08-06,53.43,2.18,4.0,0.0,0.1,13.33,0.47,0
58.5909,6.3231,2011-01-17 00:00:00,80.75,1.41,20.0,2.6,41.4,19.78,0.33,1
5.390276,102.064002,2017-01-01 13:57:00,56.78,4.8,20.0,16.8,58.900000000000006,29.11,0.49,1
49.726406,-116.911834,2018-03-10,19.26,0.39,4.0,0.0,18.8,13.21,0.5,0
7.2195,125.465,2021-06-06,36.16,0.0,11.0,14.5,27.9,16.08,0.5,0
40.7477,13.913,2020-12-20,23.88,2.15,8.0,0.0,0.0,11.69,0.46,0
-18.1347,178.4267,2016-10-09 23:00:00,64.69,4.28,11.0,8.8,14.6,28.41,0.35,1
47.7346,-122.2851,2017-05-11,61.08,1.25,2.0,7.7,7.8,24.72,0.46,0
12.75,124.033,2007-10-17 00:00:00,72.03,4.01,2.0,4.1,7.399999999999999,25.35,0.21,1
38.49,-122.1605,2012-12-22 09:00:00,45.36,5.38,15.0,22.4,56.8,32.9,0.47,1
56.1997,-4.823,2007-10-28 00:00:00,78.62,11.65,17.0,28.3,53.6,29.19,0.37,1
28.2265,82.553,2013-06-18 00:00:00,56.57,1.95,10.0,119.0,183.2,29.39,0.18,1
17.7297,100.6846,2023-08-24,23.18,0.0,5.0,3.0,15.8,22.54,0.55,0
44.041,-123.8748,2017-02-07,17.94,0.94,12.0,7.4,99.4,20.95,0.46,0
39.6492,-106.5372,2011-07-19 00:00:00,63.64,3.21,0.0,0.4,0.6000000000000001,38.54,0.43,1
