latitude,longitude,event_date,rainfall_24h,rainfall_72h,landslide_occurred
26.1044,91.7082,2014-09-22 00:00:00,37.1,140.8,1
35.0111,72.7056,2010-07-29 00:00:00,87.0,250.29999999999998,1
10.3114,123.9013,2008-06-06 00:00:00,1.9,19.9,1
37.8893,-122.4614,2014-12-16 09:00:00,12.8,41.5,1
48.26414063,-121.8777699,2017-04-07 13:34:00,23.0,50.3,1
27.3144,89.545,2009-10-15 00:00:00,0.0,0.0,1
40.4427,-80.0342,2009-03-10 15:00:00,2.3,32.6,1
3.0965,101.657,2010-05-31 21:00:00,16.0,44.4,1
27.90362599,85.91050294,2017-07-02 19:39:00,17.8,68.8,1
-18.115639,178.36266,2016-12-16 14:22:00,44.8,111.4,1
3.185,101.7673,2008-04-23 07:30:00,9.5,39.099999999999994,1
23.4535,120.4256,2007-06-24 00:00:00,6.2,27.6,1
27.8196,85.2114,2013-06-18 00:00:00,23.9,95.9,1
7.2558,80.3019,2010-04-29 00:00:00,6.0,17.1,1
14.4236,-90.4792,2015-06-06 00:00:00,28.1,73.0,1
58.5909,6.3231,2011-01-17 00:00:00,2.6,41.4,1
49.5622,-123.2317,2008-07-30 00:00:00,4.3,25.0,1
38.395,-81.5871,2015-03-04 00:00:00,41.8,53.4,1
44.12206433,-122.4124263,2017-04-27 13:17:00,9.9,50.5,1
14.6167,-90.6097,2015-09-27 00:00:00,13.9,44.4,1
36.2585,-85.0777,2010-02-08 00:00:00,2.4,6.6,1
6.358246,-75.499849,2016-10-26 14:24:00,8.3,41.5,1
-16.4724,168.2362,2013-10-24 00:00:00,46.0,118.7,1
36.2665,74.6006,2014-09-11 23:00:00,1.3,5.2,1
5.390276,102.064002,2017-01-01 13:57:00,16.8,58.900000000000006,1
27.1954,88.6115,2009-09-17 00:00:00,11.8,24.8,1
17.7055,-91.7416,2015-10-21 00:00:00,30.6,83.7,1
45.942,-122.7759,2015-12-09 15:00:00,32.9,157.4,1
46.12337387,-115.597912,2017-03-18 20:58:00,28.5,44.3,1
35.519,-83.1598,2013-01-15 00:00:00,51.1,107.10000000000001,1
4.8525,100.7943,2007-08-25 00:00:00,6.7,16.1,1
31.5158,78.2619,2010-10-14 19:30:00,0.0,0.1,1
26.1833,91.8,2007-09-13 00:00:00,6.7,11.9,1
37.18069623,-122.2144316,2017-01-04 14:48:00,40.0,75.1,1
14.4882,121.3088,2007-11-23 00:00:00,0.0,41.0,1
39.1652,-107.8476,2014-05-25 00:00:00,14.5,25.5,1
-33.8234,151.0075,2013-06-30 17:50:00,1.5,28.799999999999997,1
37.01337021,-121.6503544,2017-01-09 15:19:00,15.8,75.3,1
6.0327,80.2174,2007-05-04 00:00:00,12.7,26.799999999999997,1
37.11761054,-122.0859022,2017-01-24 20:14:00,0.5,62.199999999999996,1
37.8595,-122.5012,2014-12-21 02:00:00,0.1,18.400000000000002,1
14.1105,-87.2507,2015-09-28 00:00:00,13.3,33.1,1
49.14619326,-116.7619053,2017-03-17 14:24:00,4.6,18.4,1
27.8173,83.4643,2011-07-01 04:30:00,102.9,209.3,1
7.8953,123.8436,2008-02-21 00:00:00,8.9,60.4,1
28.2668,103.5681,2007-05-27 00:00:00,0.0,0.0,1
47.9696408,-122.3510792,2017-03-29 13:40:00,18.7,25.4,1
25.7428,93.9136,2007-08-28 00:00:00,15.0,117.1,1
40.3875,-79.7569,2007-12-16 00:00:00,12.6,16.6,1
27.6072,86.9985,2009-08-20 00:00:00,38.5,96.0,1
37.6475,-122.4936,2008-02-16 00:00:00,0.0,0.0,1
-40.9324,145.6201,2016-07-15 00:00:00,0.0,4.2,1
42.7404,-73.6385,2008-03-09 00:00:00,0.0,39.1,1
27.357968,85.975127,2016-09-11 12:55:00,15.2,40.4,1
10.1118,-83.9793,2011-05-08 23:00:00,13.6,21.4,1
40.635137,-122.7339156,2017-01-22 20:21:00,38.5,98.4,1
40.6268,-79.7383,2012-11-01 08:00:00,5.9,36.8,1
26.9226,107.3407,2014-08-27 20:00:00,1.5,12.2,1
21.4782,-158.05,2011-01-13 19:24:00,14.0,34.4,1
16.36626096,120.6312641,2017-05-24 20:14:00,11.1,42.2,1
47.959627,-122.248738,2017-03-24 14:10:00,9.9,19.5,1
-9.5744,160.1445,2013-04-13 18:00:00,12.4,32.1,1
49.3,-123.1341,2007-12-03 10:00:00,82.3,117.7,1
45.915562,-122.740865,2017-03-31 12:57:00,0.0,20.8,1
31.45206,78.401303,2016-08-21 17:45:00,6.3,16.5,1
38.1935,-81.3669,2015-03-04 21:00:00,35.4,45.6,1
27.737,84.6073,2014-08-14 00:00:00,202.3,362.0,1
42.0124,20.9482,2015-08-03 00:00:00,12.1,20.6,1
10.0374,125.2172,2008-01-03 00:00:00,11.4,25.6,1
28.089,84.4125,2008-08-30 00:00:00,2.3,72.9,1
40.4613,-106.8295,2007-09-06 00:00:00,12.9,18.6,1
15.0771,-91.0096,2014-06-24 00:00:00,3.1,39.5,1
40.78356656,73.60000632,2017-04-16 13:34:00,0.0,0.0,1
0.4671,35.5333,2012-12-29 13:00:00,8.6,16.3,1
-37.63770028,176.0447055,2017-04-06 13:19:00,0.0,171.9,1
39.9425,-107.8818,2007-08-14 00:00:00,0.3,1.2,1
47.325353,-122.368876,2017-03-16 14:10:00,1.2,36.6,1
33.33875958,75.1921061,2011-02-13 00:00:00,42.4,50.3,1
45.2729,-122.6717,2007-10-18 00:00:00,10.4,24.4,1
4.5791,101.3882,2014-12-30 17:30:00,4.5,45.1,1
45.3226,-73.7771,2007-04-14 00:00:00,0.0,21.7,1
10.6468,122.2416,2011-08-27 00:00:00,31.7,76.9,1
24.33197035,91.8008536,2017-06-19 14:21:00,33.5,107.5,1
33.25383574,-117.1540032,2017-02-27 20:52:00,66.7,68.9,1
45.4701,-122.6587,2016-10-15 18:08:00,26.5,109.8,1
-6.9675,107.888,2013-01-03 00:00:00,13.6,48.2,1
6.2245,124.7128,2016-10-04 23:00:00,19.5,51.9,1
7.375,125.87,2008-09-06 00:00:00,6.1,19.7,1
44.1547,-93.9816,2014-06-18 00:00:00,17.2,53.800000000000004,1
58.2977,-134.4003,2009-11-14 00:00:00,47.4,94.5,1
30.8796,119.4211,2013-02-20 13:47:00,0.0,33.4,1
34.219,77.2665,2008-03-30 00:00:00,0.0,0.0,1
45.68817427,-122.7038316,2011-02-12 06:50:00,13.7,13.7,1
-36.84933303,174.8388783,2017-04-05 13:19:00,27.3,73.60000000000001,1
-6.8907,107.6169,2013-03-25 08:00:00,27.6,68.0,1
37.4947,70.4417,2008-04-25 00:00:00,1.3,10.4,1
17.3895,78.499,2007-08-13 00:00:00,0.0,10.200000000000001,1
42.9651,-123.8152,2011-02-20 00:00:00,2.0,8.1,1
15.234,108.4852,2007-11-05 00:00:00,14.4,251.1,1
17.3768,-92.7439,2015-10-07 00:00:00,0.0,0.0,1
27.3258,86.087,2007-09-03 00:00:00,8.5,40.9,1
45.6047,-123.4845,2011-01-15 00:00:00,27.5,57.2,1
54.267,-0.3913,1993-06-04 06:00:00,0.0,7.1,1
30.8522,76.991,2010-08-13 00:00:00,5.0,30.5,1
48.75324647,-118.1354978,2017-04-14 13:34:00,3.6,28.0,1
37.7219,-82.31,2015-03-05 22:30:00,23.1,67.0,1
33.9062,-116.8721,2010-02-25 06:45:00,0.0,0.0,1
43.31347825,-110.7420242,2017-03-17 14:24:00,0.0,1.4,1
15.41602484,75.61670443,2017-05-15 14:05:00,0.7,7.199999999999999,1
38.0145,-84.4953,2013-01-13 00:00:00,28.2,42.6,1
37.5534,-122.026,2012-11-30 00:00:00,40.1,53.4,1
22.90813548,92.47207294,2017-06-09 14:21:00,12.0,50.3,1
35.42801327,-120.7765753,2017-01-06 18:08:00,0.5,51.2,1
12.75,124.033,2007-10-17 00:00:00,4.1,7.3999999999999995,1
28.278,84.35,2008-08-26 00:00:00,156.2,228.0,1
13.6891,-89.2361,2014-10-12 00:00:00,13.0,26.7,1
33.9334,105.2333,2007-05-25 00:00:00,0.2,18.3,1
26.8727,94.9275,2013-08-16 00:00:00,16.4,56.2,1
50.1067,-122.9765,2007-02-04 00:00:00,4.9,7.5,1
-7.004723,110.422311,2016-11-15 15:00:00,18.2,69.8,1
30.6738,77.3544,2013-06-16 00:00:00,74.9,96.5,1
35.14803123,-81.01035394,2017-05-21 20:14:00,42.5,42.5,1
14.3898,-87.7654,2010-10-03 13:00:00,0.5,4.7,1
22.3145,104.095,2013-09-05 00:00:00,31.5,62.5,1
47.6475,-116.1167,2011-03-30 00:00:00,16.6,30.5,1
-16.6037,179.0421,2012-01-22 00:00:00,62.4,97.5,1
12.9711,76.2728,2010-10-03 00:00:00,4.0,25.6,1
40.42020137,-79.82994351,2017-04-06 13:22:00,29.7,34.0,1
-0.58474,37.559988,2017-05-20 20:14:00,0.3,3.0,1
6.8907,-73.4081,2014-10-21 03:00:00,0.7,21.7,1
56.1997,-4.823,2007-10-28 00:00:00,28.3,53.6,1
47.2185,8.8888,2013-06-02 09:00:00,21.2,131.70000000000002,1
16.8333,121.1167,2007-09-29 00:00:00,28.9,31.0,1
49.9537,-123.3589,2014-06-29 05:00:00,5.9,34.1,1
28.0583,82.402,2013-07-14 00:00:00,11.4,20.3,1
34.4275,-119.092,2010-12-31 18:00:00,0.0,15.2,1
51.41495704,-117.4693413,2017-05-10 13:28:00,1.6,1.9000000000000001,1
40.635,-91.284,2010-03-14 00:00:00,0.0,26.2,1
35.1368,-118.4948,2007-10-30 00:00:00,0.1,0.2,1
-35.8166324,173.7165281,2017-02-17 20:04:00,10.3,78.1,1
14.6229,-90.5316,2007-09-22 00:00:00,34.1,64.0,1
43.6187,-80.1432,2013-01-13 00:00:00,28.1,40.8,1
49.3418,-123.0023,2014-12-07 09:00:00,0.6,35.0,1
53.792,-2.2389,2008-01-22 00:00:00,1.1,50.0,1
38.8759,-104.9362,2013-07-10 15:00:00,5.4,5.4,1
40.4747,-79.9908,2015-09-09 00:00:00,0.8,0.8,1
34.10195138,-118.3671332,2017-01-30 19:27:00,0.0,0.0,1
45.51457205,-122.7012766,2017-02-07 18:52:00,2.4,62.800000000000004,1
40.6235,-111.7443,2009-04-14 23:00:00,8.5,10.8,1
39.096,-84.2992,2008-03-16 00:00:00,0.0,11.799999999999999,1
27.9783,84.8982,2012-08-15 00:00:00,1.6,13.700000000000001,1
36.2744,74.7249,2010-09-15 00:00:00,0.5,10.0,1
60.1346,-2.0885,2007-08-06 00:00:00,21.5,30.4,1
38.49,-122.1605,2012-12-22 09:00:00,22.4,56.8,1
37.4076,-81.7889,2015-03-03 23:00:00,2.6,12.1,1
28.2265,82.553,2013-06-18 00:00:00,119.0,183.2,1
13.7484,-84.778,2015-07-23 00:00:00,15.3,23.900000000000002,1
27.8569,85.1287,2015-08-27 00:00:00,26.6,43.4,1
39.6492,-106.5372,2011-07-19 00:00:00,0.4,0.6000000000000001,1
6.0366,7.0888,2012-06-15 00:00:00,4.4,20.6,1
32.7862,-116.8526,2014-12-03 00:00:00,8.8,12.100000000000001,1
23.7736,94.1201,2015-08-01 00:00:00,14.1,429.6,1
43.8406,-122.627,2012-03-12 00:00:00,9.0,26.7,1
46.1896,-123.8215,2012-12-19 00:00:00,77.3,95.7,1
41.3596,41.68,2015-11-12 00:00:00,58.6,115.7,1
24.0896,91.4663,2013-05-08 00:00:00,57.9,174.7,1
14.6219,-90.5119,2015-09-27 00:00:00,13.9,44.4,1
37.12103728,-113.5490905,2017-01-22 19:05:00,6.1,25.799999999999997,1
9.7789,-84.125,2007-10-09 00:00:00,127.9,258.8,1
16.8256,121.1444,2011-07-27 18:00:00,73.2,81.2,1
39.66993303,71.99993036,2017-01-04 19:12:00,4.8,14.7,1
35.7279,-106.715,2008-08-04 00:00:00,0.2,2.3000000000000003,1
50.9001,0.4864,2012-12-22 09:00:00,16.2,32.0,1
3.0994,101.677,2013-05-09 00:00:00,2.6,31.200000000000003,1
25.0333,98.4667,2007-07-19 00:00:00,60.5,97.3,1
44.5694,-123.617,2012-01-22 00:00:00,9.3,46.400000000000006,1
45.973789,-117.264604,2017-03-18 15:55:00,16.5,22.7,1
40.8478,-73.6527,2014-05-01 02:15:00,11.1,47.9,1
54.81,-5.7647,2016-03-28 00:00:00,1.2,10.399999999999999,1
-41.5877,175.2362,2008-05-09 00:00:00,4.8,4.8,1
33.2451,75.2257,2007-08-06 00:00:00,7.0,10.7,1
30.7007,77.8644,2016-05-23 01:00:00,20.1,20.1,1
30.2828,78.3041,2011-08-10 00:00:00,34.2,60.400000000000006,1
33.01346369,74.93530189,2017-06-30 13:20:00,118.9,160.20000000000002,1
40.4301,-80.0017,2014-05-13 09:30:00,2.0,11.2,1
40.22400142,-79.95929042,2017-05-01 13:22:00,12.4,17.5,1
51.6014,-3.3425,2012-12-27 00:00:00,3.7,12.2,1
38.36665773,-81.61067785,2017-01-14 18:34:00,18.6,28.5,1
36.23,111.38,2008-09-08 08:00:00,12.3,15.0,1
37.02829013,-122.216077,2017-02-21 17:55:00,22.7,124.10000000000001,1
10.342048,123.861028,2016-12-14 14:22:00,11.4,23.8,1
26.8342,88.2798,2009-09-18 00:00:00,12.5,30.4,1
9.9402,-84.0771,2015-09-25 00:00:00,21.3,79.3,1
40.4252,-79.8071,2013-07-23 00:00:00,3.5,18.0,1
25.6269,94.1139,2013-07-15 00:00:00,12.0,37.0,1
30.1176,78.7472,2014-08-15 00:00:00,44.3,80.6,1
-2.5325,140.7117,2013-01-24 00:00:00,15.9,58.300000000000004,1
43.3207,-72.0358,2008-04-29 00:00:00,32.7,52.900000000000006,1
9.9574,-84.0879,2015-10-29 00:00:00,1.1,31.0,1
35.31194721,76.31257094,2011-07-31 00:00:00,2.0,10.100000000000001,1
46.77115383,-114.353279,2017-02-21 17:34:00,9.2,18.5,1
39.44991493,-80.17792076,2017-01-26 20:07:00,7.5,10.0,1
55.7496,-2.1046,2008-12-06 00:00:00,0.4,14.6,1
32.8464,-117.2619,2008-01-28 19:30:00,9.9,34.0,1
14.9935,74.0478,2009-10-02 00:00:00,26.9,115.4,1
49.7715,-116.9091,2015-02-07 00:00:00,14.3,58.5,1
44.104,-116.0033,2016-02-27 15:30:00,7.3,7.3,1
37.4814,-82.5186,2007-04-20 00:00:00,0.0,11.899999999999999,1
36.27009466,-85.97897289,2017-05-30 13:34:00,1.6,2.4,1
