event_date,latitude,longitude,country_name,landslide_size
2014-08-30 09:00:00,26.9226,107.3407,China,medium
2008-03-14 00:00:00,40.4634,-80.613,United States,small
2007-09-10 23:00:00,27.2667,85.9667,Nepal,large
2007-11-20 00:00:00,30.9947,110.3272,China,large
2008-06-06 00:00:00,10.3114,123.9013,Philippines,medium
2013-12-24 00:00:00,51.0552,-0.845,United Kingdom,small
2013-12-25 00:00:00,50.4972,-4.21,United Kingdom,medium
2013-09-12 01:00:00,40.1192,-105.3896,United States,very_large
2007-05-08 00:00:00,33.242,75.231,India,medium
2007-01-08 00:00:00,4.9833,114.917,Brunei,medium
2010-03-21 11:00:00,-18.109,178.438,Fiji,small
2014-05-08 00:00:00,27.9032,96.174,India,medium
2012-03-26 00:00:00,46.4768,-116.4548,United States,small
2014-08-03 15:00:00,34.2437,-117.6561,United States,medium
2011-07-07 00:00:00,25.4191,94.1079,India,medium
2015-10-07 00:00:00,17.91,-92.8956,Mexico,medium
2013-01-16 00:00:00,27.5862,104.8613,China,medium
2012-12-30 00:00:00,45.816,-122.7257,United States,medium
2013-02-25 04:00:00,6.8426,125.4137,Philippines,medium
2007-08-25 00:00:00,27.0713,88.4308,India,medium
2012-01-07 00:00:00,12.34,122.56,Philippines,medium
2011-03-07 05:00:00,42.5804,-72.6018,United States,medium
2011-09-08 00:00:00,40.8305,-75.0776,United States,small
2014-08-12 00:00:00,33.6941,73.0399,Pakistan,small
2016-03-28 00:00:00,54.81,-5.7647,United Kingdom,small
2010-11-14 00:00:00,12.7512,124.0328,Philippines,small
2014-12-20 00:00:00,44.138,-124.1248,United States,small
2008-12-14 23:00:00,15.3796,-90.5316,Guatemala,medium
2012-12-05 00:00:00,36.8071,-121.7725,United States,medium
2014-11-29 12:00:00,39.0718,-120.9641,United States,small
2008-02-16 00:00:00,37.6475,-122.4936,United States,medium
2015-12-07 18:00:00,47.7339,-122.3746,United States,medium
2013-11-16 23:00:00,-34.2232,18.8279,South Africa,medium
2008-10-18 00:00:00,0.7089,107.7503,Indonesia,medium
2013-11-10 18:35:00,4.4927,101.3842,Malaysia,small
2011-08-12 00:00:00,6.5368,124.5618,Philippines,medium
2011-07-01 00:00:00,27.9333,84.4167,Nepal,medium
2016-10-05 09:30:00,44.7947,-107.9215,United States,medium
2007-09-18 00:00:00,46.4719,15.0836,Slovenia,medium
2011-03-30 09:20:00,40.1625,-123.7874,United States,medium
2016-01-07 05:55:00,37.6954,-119.7269,United States,medium
2011-07-21 00:00:00,28.0889,85.6352,Nepal,medium
2011-07-20 09:00:00,28.2638,83.9725,Nepal,medium
2007-08-02 00:00:00,26.8905,88.2789,India,medium
2014-08-07 00:00:00,38.5313,-118.4526,United States,medium
2013-03-14 17:00:00,37.7479,-25.2026,Portugal,medium
2007-08-29 00:00:00,27.0096,88.2548,India,medium
2015-01-05 06:35:00,46.9838,-123.939,United States,medium
2011-03-30 00:00:00,47.6475,-116.1167,United States,small
2010-04-07 13:50:00,29.5248,103.3545,China,large
2007-06-13 00:00:00,26.7324,88.4089,India,small
2012-01-10 15:50:00,10.8388,123.495,Philippines,medium
2010-12-29 11:30:00,33.8763,-117.6602,United States,small
2013-03-13 17:00:00,51.9565,0.9666,United Kingdom,medium
2016-06-18 00:00:00,-7.711258905,110.0557389,Indonesia,large
2016-08-16 00:00:00,16.6319,120.8333,Philippines,medium
2012-02-07 16:40:00,36.1207,103.3173,China,medium
2013-07-03 23:00:00,37.1995,-80.0628,United States,medium
2014-08-20 18:00:00,20.5349,73.1703,India,medium
2009-04-14 23:00:00,40.6235,-111.7443,United States,small
2013-07-10 00:00:00,27.5001,86.8669,Nepal,medium
2011-07-21 00:00:00,30.1665,78.1123,India,medium
2008-04-20 00:00:00,-17.9665,178.4367,Fiji,small
2013-05-04 00:00:00,6.8196,80.8448,Sri Lanka,medium
2015-08-11 23:00:00,32.1967,76.3194,India,medium
2007-06-25 00:00:00,18.431,79.1492,India,medium
2015-10-04 23:00:00,33.5006,-117.7431,United States,medium
2007-11-02 00:00:00,45.6706,-121.9383,United States,small
2010-06-16 00:00:00,27.0765,88.4808,India,medium
2010-07-30 09:30:00,9.9271,-84.4568,Costa Rica,medium
2015-12-09 15:00:00,45.942,-122.7759,United States,medium
2007-01-13 00:00:00,6.9658,80.7577,Sri Lanka,large
2011-09-09 08:00:00,17.7297,100.6846,Thailand,medium
2014-04-20 23:00:00,45.8168,-73.9024,Canada,small
2015-10-08 00:00:00,13.8176,-85.688,Nicaragua,medium
2016-08-01 07:00:00,27.8009,84.8423,Nepal,medium
2007-07-28 00:00:00,28.0764,83.2519,Nepal,medium
2010-12-28 22:00:00,45.5153,-122.7004,United States,small
2011-05-31 18:00:00,30.4783,78.2741,India,medium
2007-08-08 00:00:00,21.5332,94.4332,Myanmar [Burma],medium
2010-10-03 00:00:00,12.9711,76.2728,India,medium
2013-02-20 22:30:00,11.8006,125.3731,Philippines,medium
2016-06-18 18:00:00,-7.5532,109.475,Indonesia,medium
2012-02-01 04:00:00,64.4112,-14.5624,Iceland,medium
2013-06-18 15:00:00,30.3797,78.5017,India,medium
2008-08-18 00:00:00,6.08,-75.639,Colombia,medium
2008-08-10 00:00:00,25.08,75.72,India,medium
2008-03-09 00:00:00,42.7404,-73.6385,United States,small
2007-07-12 00:00:00,28.2168,83.6666,Nepal,medium
2011-08-07 00:00:00,31.0766,77.3913,India,medium
2013-06-07 12:30:00,52.9903,-119.3106,Canada,medium
2011-07-29 00:00:00,4.0391,9.6857,Cameroon,medium
2013-04-22 00:00:00,-0.6772,34.7716,Kenya,large
2011-07-20 00:00:00,10.3622,123.8639,Philippines,medium
2013-04-18 10:00:00,41.2581,-89.2025,United States,medium
2014-09-19 15:00:00,9.9643,-84.252,Costa Rica,small
2013-01-12 00:00:00,35.2746,73.2235,Pakistan,medium
2015-12-21 00:00:00,8.8543,-82.1825,Panama,small
2007-09-29 00:00:00,16.8333,121.1167,Philippines,medium
2015-01-05 00:00:00,47.4294,-121.4248,United States,small
2016-06-22 00:00:00,3.588727623,125.4938591,,medium
2011-07-29 00:00:00,-0.5713,101.3782,Indonesia,medium
2008-08-22 00:00:00,52.438,-9.43,Ireland,medium
2016-03-11 00:00:00,39.6942,-123.7976,United States,medium
2008-08-06 00:00:00,44.146,-71.9677,United States,small
2007-07-02 00:00:00,34.5625,73.8319,Pakistan,large
2012-12-21 00:00:00,44.0106,-123.7121,United States,medium
2013-04-17 08:00:00,37.4996,-82.4902,United States,medium
2016-02-27 15:30:00,44.104,-116.0033,United States,small
2015-09-27 00:00:00,14.744,-91.1344,Guatemala,medium
