latitude,longitude,event_date,rainfall_24h,rainfall_72h,landslide_occurred
36.229474,-81.499376,2017-04-26,0.0,53.3,0
40.3875,-79.7569,2021-03-08,0.0,0.0,0
35.42818822,-120.7711518,2019-09-20,0.0,0.0,0
45.6706,-121.9383,2015-02-04,3.6,22.400000000000002,0
17.7297,100.6846,2023-08-24,3.0,15.8,0
28.27909521,83.00633062,2023-04-24,2.7,3.3000000000000003,0
10.41107984,123.877217,2016-11-13,0.1,7.2,0
-37.63770028,176.0447055,2015-02-10,0.0,0.6,0
40.5330488,-80.20389276,2023-02-27,15.1,15.1,0
-21.306243,165.453367,2019-10-28,0.5,0.7,0
-44.3025,169.1339,2020-01-21,0.0,0.0,0
48.2264,-114.3032,2018-03-25,0.2,4.8,0
6.0327,80.2174,2019-04-23,2.9,21.8,0
37.8595,-122.5012,2022-10-03,0.0,0.0,0
5.0569,-75.5271,2017-08-11,25.6,62.1,0
30.24147729,78.89773782,2017-12-11,0.6,0.6,0
-6.5873,106.7932,2016-07-23,5.9,26.1,0
13.7084,123.2388,2022-02-05,2.9,14.8,0
40.48808507,-111.650935,2017-10-04,0.2,1.7,0
-6.9959,107.5044,2017-01-18,2.2,25.700000000000003,0
28.5299,112.3174,2017-08-19,0.0,6.6,0
34.6998,-82.8804,2022-09-13,0.0,2.0999999999999996,0
33.023,-117.105,2018-11-18,0.0,0.0,0
51.67903013,-2.023652165,2023-03-21,2.5,6.3999999999999995,0
48.62466012,-118.0724637,2022-11-22,7.1,7.1,0
39.99062776,-120.9446006,2015-07-13,0.0,0.6,0
26.1044,91.7082,2019-02-04,0.0,0.0,0
37.785693,-82.801658,2022-10-06,0.0,0.0,0
6.5368,124.5618,2021-12-09,0.7,1.6,0
9.7789,-84.125,2019-04-07,12.0,35.5,0
42.0124,20.9482,2018-07-18,0.2,7.3,0
45.54554329,-122.7867427,2018-07-01,0.0,0.0,0
20.9629,107.0722,2017-10-07,32.7,71.7,0
30.3351,78.5113,2018-08-10,7.8,14.2,0
52.6843,-118.175,2019-09-17,0.0,14.5,0
8.7463,-82.4569,2018-05-17,6.8,22.6,0
10.4741,-73.8715,2021-06-16,0.8,6.5,0
42.95491382,44.21141438,2021-10-16,0.0,0.0,0
44.041,-123.8748,2017-02-07,7.4,99.4,0
-7.711258905,110.0557389,2020-09-07,4.4,5.0,0
27.0998,93.6287,2022-12-27,7.2,18.9,0
12.8836,120.9877,2017-03-10,0.0,0.0,0
16.6252,80.6128,2022-03-07,0.0,0.0,0
39.81020345,69.52794225,2023-05-24,0.0,4.5,0
1.0172,122.1997,2021-09-19,2.5,11.7,0
39.2376,-8.6859,2022-11-25,0.0,6.1,0
28.2924,83.871,2023-07-07,1.8,18.4,0
32.3712,77.2466,2023-02-18,0.0,0.0,0
35.1807,76.0557,2021-04-18,6.4,10.4,0
38.8759,-104.9362,2020-03-02,2.6,10.4,0
39.7958,-121.4519,2021-01-13,0.8,2.0,0
42.8214,47.1188,2019-03-03,3.7,4.4,0
14.651,-90.5403,2015-08-13,0.0,6.4,0
47.5328,-122.073,2019-10-14,0.0,0.9,0
41.942,-75.2291,2022-08-07,4.9,5.5,0
37.6954,-119.7269,2020-03-02,0.0,12.0,0
22.225713,113.921806,2016-01-11,18.5,26.0,0
34.36345704,-119.4488081,2017-11-04,0.0,1.1,0
33.908,73.9339,2020-12-15,1.0,2.4,0
44.871,-122.6445,2018-10-26,26.2,28.599999999999998,0
37.356,-2.0371,2019-04-09,0.0,0.5,0
29.8496,80.5544,2016-04-03,0.3,0.3,0
30.6207,34.8149,2016-05-03,0.0,0.0,0
37.7663,-80.4306,2017-12-11,0.0,2.8,0
-18.0903,178.3623,2019-03-22,12.1,20.6,0
36.21630141,73.29837013,2020-07-27,0.4,2.7,0
8.907,-82.1867,2018-03-09,7.7,19.0,0
3.4856,-76.6104,2018-01-11,3.3,49.8,0
-1.4771,102.4382,2017-04-03,8.2,60.2,0
34.453,-119.653,2021-04-26,0.3,1.8,0
23.1781,105.5054,2015-11-18,0.1,0.30000000000000004,0
19.2675,104.8433,2018-06-26,16.7,25.4,0
38.8758,-121.1358,2015-08-06,0.0,0.1,0
37.38644301,-122.2620793,2022-06-09,0.0,0.0,0
13.5807,-86.9101,2015-07-23,0.7,0.8999999999999999,0
27.6969,111.9933,2023-08-23,0.1,21.7,0
-1.824,121.5179,2018-08-09,1.9,6.0,0
28.219177,83.686001,2017-08-27,12.4,34.2,0
4.2333,100.6333,2015-10-17,6.9,10.4,0
38.395,-81.5871,2020-01-04,12.1,29.0,0
3.0039,101.5769,2019-06-20,4.2,9.1,0
37.12855432,-122.1211344,2016-11-21,0.1,26.3,0
26.92110789,103.2768718,2018-03-04,0.0,0.0,0
25.118398,92.853913,2023-10-25,0.2,5.2,0
-13.4862,-71.7832,2016-03-01,3.4,21.0,0
48.75324647,-118.1354978,2017-04-17,3.8,5.0,0
48.130894,-116.479598,2021-07-17,0.0,0.0,0
-19.6528,-40.8424,2015-05-26,0.0,0.0,0
7.2195,125.465,2021-06-06,14.5,27.9,0
44.146,-71.9677,2023-05-04,0.3,12.899999999999999,0
-1.2654,116.831,2020-11-25,2.7,33.2,0
28.278,84.35,2020-06-07,5.6,58.3,0
-35.047,173.7463,2023-06-07,0.2,7.2,0
39.88211093,-87.23175652,2022-04-09,2.1,6.1,0
47.5857,-120.682,2019-08-05,0.0,0.0,0
46.77115383,-114.353279,2023-09-07,0.4,1.5,0
22.3704,103.2816,2015-01-10,18.5,53.599999999999994,0
8.8313,105.2523,2016-02-01,0.0,0.1,0
34.15214903,-117.9412065,2015-12-15,0.0,6.5,0
37.14797807,-122.0876958,2021-07-25,0.0,0.0,0
27.44,92.2833,2023-02-10,26.3,84.2,0
34.09901731,-116.9345475,2016-08-02,0.0,0.0,0
40.4278,-79.9321,2018-01-15,1.8,16.8,0
14.2801,-87.9369,2021-07-20,14.7,18.0,0
37.9478,-107.8548,2021-01-07,0.0,3.5,0
25.6269,94.1139,2021-10-16,4.0,16.0,0
34.52842248,-120.1723487,2023-02-17,0.0,0.0,0
9.3147,-79.7975,2021-05-07,22.3,56.1,0
39.30552057,-119.9142097,2017-12-21,0.0,5.8,0
30.5279,-87.9085,2023-06-22,3.8,12.0,0
40.4613,-106.8295,2017-07-07,0.0,0.5,0
6.8196,80.8448,2021-05-21,0.0,3.3,0
39.0447,-84.5289,2016-03-27,9.4,9.4,0
33.49573061,75.18134474,2023-12-11,0.0,0.0,0
26.0462,68.2767,2016-07-06,0.0,0.0,0
47.267,-122.2625,2020-12-07,0.0,1.4,0
30.4091,79.0579,2015-01-27,3.4,6.5,0
20.66353189,-156.0424592,2021-04-23,4.4,11.100000000000001,0
17.91,-92.8956,2017-02-10,0.1,0.1,0
10.335,123.8725,2016-03-25,0.7,2.0,0
38.51175925,-122.1044658,2023-05-21,0.0,0.0,0
-9.938,33.4318,2023-09-24,0.0,0.0,0
41.75,45.7167,2020-12-24,0.5,4.9,0
21.8411,106.6741,2022-06-22,0.4,0.4,0
35.078,-82.808,2015-01-09,0.0,0.0,0
44.1799,18.6599,2023-01-14,5.5,5.5,0
3.215342,113.42223,2016-04-26,11.0,21.3,0
3.185,101.7673,2015-10-12,6.8,14.8,0
39.625,-106.4879,2019-03-23,2.8,6.3,0
6.2069,7.0678,2023-02-24,1.1,1.1,0
35.44377033,73.98356806,2023-01-22,3.7,6.0,0
14.7171,121.6171,2017-08-05,0.3,1.4,0
34.89483946,72.79989006,2017-11-17,0.0,3.0,0
47.5944,-122.3881,2017-09-03,0.0,0.0,0
19.0298,72.9104,2021-08-01,3.9,17.7,0
19.1331,-97.1317,2017-10-16,2.5,6.8,0
18.5369,-96.8229,2016-06-02,0.1,3.1,0
4.5572,101.086,2021-07-12,5.7,40.9,0
29.5193,80.4687,2017-08-10,10.9,26.8,0
45.98329529,-122.4228509,2019-02-03,8.6,30.9,0
4.193408,114.04228,2023-09-15,0.2,10.2,0
37.2506,43.6143,2020-05-01,9.7,10.5,0
24.2315,92.6755,2017-08-16,6.0,27.1,0
7.1733,124.2185,2020-01-13,0.7,7.699999999999999,0
44.1547,-93.9816,2019-01-25,0.1,0.4,0
43.98279054,-124.0540224,2019-02-16,16.3,46.3,0
32.5625,107.45,2018-07-14,8.5,22.0,0
28.145796,84.069015,2020-09-28,0.1,49.6,0
40.4239,-80.0181,2016-03-27,0.0,5.4,0
27.4489,104.8748,2017-03-15,1.2,3.0,0
45.49,-75.7628,2016-04-23,0.0,9.4,0
27.9333,84.4167,2023-09-26,2.1,5.1000000000000005,0
-40.9345,145.6226,2022-09-27,1.3,8.8,0
44.5694,-123.617,2022-10-23,0.0,6.9,0
49.726406,-116.911834,2018-03-10,0.0,18.799999999999997,0
0.4406,35.7774,2017-12-10,0.0,0.3,0
11.3403,76.8267,2021-02-18,3.5,14.399999999999999,0
3.2294,101.711,2021-03-08,0.3,84.0,0
37.11199036,-121.9757197,2019-09-07,0.0,0.0,0
-42.84729726,171.5574912,2017-02-14,46.6,198.0,0
12.89674168,74.85970453,2020-06-03,30.7,92.4,0
51.2995,-117.5212,2018-08-05,0.1,2.4,0
-7.542442,110.446035,2023-09-26,1.4,9.2,0
4.8525,100.7943,2023-02-23,1.3,22.9,0
27.79532591,84.43283218,2016-01-21,0.9,6.699999999999999,0
33.9823,73.796,2015-10-14,3.0,5.2,0
38.76486531,-120.324996,2021-01-21,0.0,0.0,0
16.28332586,80.26097734,2022-09-03,0.3,4.2,0
39.7245,-91.3681,2016-01-02,0.0,0.0,0
33.9861,73.8369,2023-04-18,24.5,37.9,0
10.6468,122.2416,2019-10-17,1.1,2.5,0
27.5862,104.8613,2016-03-27,0.2,2.6,0
25.132228,93.04681,2015-11-24,0.0,0.0,0
13.901105,-60.969451,2022-06-27,5.1,18.4,0
47.418594,-122.347205,2021-11-03,9.8,24.1,0
31.2574,103.6019,2016-11-22,5.8,8.8,0
25.1424,98.4802,2023-12-14,13.2,30.7,0
28.239,82.9415,2015-06-20,10.6,17.4,0
47.4412,-121.9607,2021-07-28,0.0,0.0,0
47.7346,-122.2851,2017-05-11,7.7,7.8,0
17.2634,73.5446,2019-11-07,0.4,5.699999999999999,0
47.7246,-122.2811,2015-04-02,0.5,24.8,0
42.0291,43.5285,2023-05-07,0.0,0.0,0
33.798,74.2562,2018-04-18,5.2,29.3,0
20.6479,-156.0898,2017-08-12,8.5,24.700000000000003,0
43.3197,-122.6816,2015-05-20,4.9,10.3,0
36.23,111.38,2022-03-12,12.0,12.0,0
5.586158712,101.4730959,2021-10-23,1.6,11.1,0
34.0869,-119.0604,2015-02-04,0.0,0.0,0
-7.6511,111.1835,2019-05-04,5.7,19.5,0
25.0097541,111.8176623,2022-12-14,0.0,0.0,0
-0.8021,100.6444,2021-07-14,0.0,15.5,0
45.377,-122.0704,2022-04-24,0.0,1.6,0
41.0321,-124.1109,2015-03-17,0.0,15.7,0
40.4905,-111.7377,2019-11-23,0.0,4.3,0
30.7292,78.4396,2016-02-24,0.7,2.5,0
40.4041,-79.7822,2022-08-01,3.7,7.8,0
52.9903,-119.3106,2023-07-02,0.1,8.6,0
7.159883,80.562102,2015-11-10,1.8,28.8,0
45.7153,-121.6406,2020-02-04,3.6,4.9,0
10.329,123.888,2021-11-26,31.5,60.3,0
-8.279864546,115.0920102,2023-04-21,5.1,9.299999999999999,0
16.6319,120.8333,2015-02-06,8.7,15.2,0
37.8024,-81.9312,2023-11-06,0.0,0.0,0
15.2422,-92.0738,2021-12-19,0.0,1.1,0
32.36993877,-110.7105473,2021-02-18,0.0,0.8999999999999999,0
36.2204,-81.4311,2018-09-17,22.9,142.4,0
35.519,-83.1598,2019-12-24,0.1,35.9,0
33.8763,-117.6602,2022-01-20,0.0,1.0,0
43.7638,-91.9607,2016-03-13,5.8,5.8,0
53.0586,-3.0939,2017-09-19,0.7,5.2,0
28.21798862,84.71592278,2020-09-26,27.4,160.4,0
34.896813,-118.921159,2018-03-04,0.0,22.0,0
5.3,5.8167,2022-01-13,7.8,11.5,0
36.21772147,-121.7508007,2017-09-27,0.0,0.0,0
14.6893,-88.8098,2021-05-27,3.2,14.2,0
40.7477,13.913,2020-12-20,0.0,0.0,0
-41.32446098,174.7660073,2021-05-22,0.0,0.1,0
36.8242,-119.7847,2015-04-27,0.0,10.7,0
45.78715735,-123.9588755,2019-08-21,12.4,12.4,0
15.15,74.11,2016-01-21,0.0,0.0,0
9.2903,123.26,2022-03-28,13.1,41.6,0
36.22480107,-81.52494138,2021-09-11,0.0,2.7,0
25.4191,94.1079,2017-06-04,13.2,40.0,0
38.5035,43.3948,2017-01-10,1.3,1.3,0
29.5194,80.469,2015-12-09,0.1,0.1,0
47.43593125,-122.4658786,2020-05-22,0.0,5.3,0
16.9648,73.5189,2021-02-05,0.0,0.0,0
10.33602912,123.8359355,2016-07-05,8.5,25.200000000000003,0
24.1293,92.6921,2021-05-22,3.6,6.8,0
44.7,18.31,2023-12-04,0.0,5.4,0
57.2276,-2.2608,2015-01-17,0.0,5.8999999999999995,0
16.4357,120.5763,2018-11-12,0.1,0.1,0
47.7463,-121.086,2015-09-21,1.4,10.399999999999999,0
15.8294,78.0501,2018-12-28,1.2,1.6,0
34.2219,-118.2286,2017-09-17,0.5,0.5,0
35.5898,-83.373,2020-09-08,0.0,0.0,0
-41.3233,174.7681,2020-01-15,0.0,6.8,0
6.9894,122.1187,2018-07-10,15.9,24.8,0
39.978954,70.56256,2019-09-01,0.0,0.0,0
41.7497,-77.299,2016-10-16,2.0,2.0,0
33.6917,76.0412,2018-12-18,0.0,0.0,0
30.9206,78.3276,2021-03-18,0.1,1.5,0
17.9683,97.9422,2016-07-03,5.7,24.5,0
28.8254,96.1509,2021-07-05,10.0,54.9,0
39.1883,-107.2341,2020-09-27,0.0,0.0,0
46.483063,-116.172497,2020-03-18,0.9,0.9,0
46.9959,-123.8975,2017-05-25,0.0,0.8,0
37.890359,-121.871398,2018-11-15,0.0,0.0,0
-41.2941,174.7855,2022-03-18,0.0,2.2,0
34.162,-118.05,2018-03-22,37.4,39.3,0
2.6752,-75.6447,2021-03-14,5.9,37.9,0
32.5755,-116.9016,2016-07-16,0.0,0.0,0
35.55938329,-118.5872534,2020-04-19,0.0,7.0,0
25.1333,93.9667,2019-03-18,0.2,2.1,0
40.00918,-121.246364,2017-11-10,4.3,38.8,0
23.9304,88.2374,2021-11-07,0.0,0.0,0
40.0074,117.1703,2018-03-27,0.0,0.0,0
37.67124551,-112.1110734,2018-05-17,0.0,0.0,0
22.3496,91.8138,2016-03-15,0.0,0.0,0
39.9243,-111.5443,2021-09-16,0.0,0.0,0
36.411747,-81.48218355,2022-07-19,0.0,10.7,0
